,Source,Dest,Shortest path length,Cutoff length,Not-too-long paths,Efficient paths,Likelihood < 50,Likelihood < 34,Likelihood < 25
0,72,80,1,1,1,1,1,1,1
1,72,57,2,2,2,2,2,1,1
2,72,77,3,3,10,10,9,9,5
3,72,81,3,3,5,5,4,4,2
4,72,66,2,2,3,3,3,2,2
5,72,97,2,2,3,3,3,2,2
6,72,42,2,2,3,3,3,2,2
7,80,57,1,1,1,1,1,1,1
8,80,77,2,2,4,4,4,3,3
9,80,81,2,2,2,2,2,1,1
10,80,66,1,1,1,1,1,1,1
11,80,97,1,1,1,1,1,1,1
12,80,42,1,1,1,1,1,1,1
13,57,77,1,1,1,1,1,1,1
14,57,81,1,1,1,1,1,1,1
15,57,66,1,1,1,1,1,1,1
16,57,97,2,2,3,3,3,2,2
17,57,42,2,2,4,4,4,3,3
18,77,81,1,1,1,1,1,1,1
19,77,66,1,1,1,1,1,1,1
20,77,97,2,2,2,2,2,1,1
21,77,42,2,2,3,3,3,2,2
22,81,66,1,1,1,1,1,1,1
23,81,97,2,2,1,1,1,0,0
24,81,42,2,2,1,1,1,0,0
25,66,97,1,1,1,1,1,1,1
26,66,42,1,1,1,1,1,1,1
27,97,42,1,1,1,1,1,1,1
28,89,31,1,1,1,1,1,1,1
29,89,91,1,1,1,1,1,1,1
30,89,64,2,2,1,1,1,0,0
31,89,82,2,2,1,1,1,0,0
32,89,19,4,4,1,1,0,0,0
33,89,51,3,3,1,1,0,0,0
34,89,55,4,4,1,1,0,0,0
35,89,67,5,5,3,3,0,0,0
36,89,73,4,4,1,1,0,0,0
37,31,91,1,1,1,1,1,1,1
38,31,64,2,2,1,1,1,0,0
39,31,82,2,2,1,1,1,0,0
40,31,19,5,5,1,1,0,0,0
41,31,51,4,4,1,1,0,0,0
42,31,55,5,5,1,1,0,0,0
43,31,67,6,6,3,3,0,0,0
44,31,73,5,5,1,1,0,0,0
45,91,64,1,1,1,1,1,1,1
46,91,82,1,1,1,1,1,1,1
47,91,19,5,5,4,4,1,0,0
48,91,51,4,4,4,4,3,1,1
49,91,55,5,5,4,4,1,0,0
50,91,67,6,6,12,12,7,2,0
51,91,73,5,5,4,4,1,0,0
52,64,82,1,1,1,1,1,1,1
53,64,19,6,6,4,4,1,0,0
54,64,51,5,5,4,4,1,0,0
55,64,55,6,6,4,4,1,0,0
56,64,67,7,7,12,12,2,0,0
57,64,73,6,6,4,4,1,0,0
58,82,19,6,6,4,4,1,0,0
59,82,51,5,5,4,4,1,0,0
60,82,55,6,6,4,4,1,0,0
61,82,67,7,7,12,12,2,0,0
62,82,73,6,6,4,4,1,0,0
63,19,51,1,1,1,1,1,1,1
64,19,55,2,2,3,3,3,2,2
65,19,67,2,2,2,2,2,1,1
66,19,73,1,1,1,1,1,1,1
67,51,55,1,1,1,1,1,1,1
68,51,67,2,2,3,3,3,2,2
69,51,73,1,1,1,1,1,1,1
70,55,67,1,1,1,1,1,1,1
71,55,73,1,1,1,1,1,1,1
72,67,73,1,1,1,1,1,1,1
73,2,11,1,1,1,1,1,1,1
74,2,17,2,2,1,1,1,0,0
75,2,48,2,2,2,2,2,1,1
76,2,59,3,3,3,3,2,2,1
77,2,20,5,5,8,8,5,2,2
78,2,28,6,6,8,8,5,2,0
79,2,14,5,5,1,1,0,0,0
80,2,63,5,5,4,4,1,0,0
81,11,17,1,1,1,1,1,1,1
82,11,48,1,1,1,1,1,1,1
83,11,59,2,2,2,2,2,1,1
84,11,20,4,4,3,3,2,1,1
85,11,28,5,5,3,3,1,0,0
86,11,14,5,5,5,5,3,2,2
87,11,63,5,5,12,12,8,4,4
88,17,48,1,1,1,1,1,1,1
89,17,59,1,1,1,1,1,1,1
90,17,20,5,5,12,12,8,5,5
91,17,28,6,6,12,12,8,5,3
92,17,14,6,6,18,18,15,11,6
93,17,63,5,5,1,1,0,0,0
94,48,59,1,1,1,1,1,1,1
95,48,20,4,4,5,5,4,3,3
96,48,28,5,5,5,5,3,2,2
97,48,14,5,5,4,4,2,0,0
98,48,63,5,5,8,8,4,1,1
99,59,20,5,5,5,5,3,2,2
100,59,28,6,6,5,5,3,2,0
101,59,14,6,6,4,4,2,0,0
102,59,63,6,6,9,9,7,6,4
103,20,28,1,1,1,1,1,1,1
104,20,14,6,6,5,5,3,2,1
105,20,63,7,7,16,16,13,12,8
106,28,14,7,7,5,5,2,1,0
107,28,63,8,8,16,16,13,8,8
108,14,63,5,5,15,15,9,2,2
109,44,5,1,1,1,1,1,1,1
110,44,52,2,2,2,2,2,1,1
111,44,46,3,3,9,9,8,8,2
112,44,8,3,3,3,3,2,2,1
113,44,32,7,7,54,54,43,37,28
114,5,52,1,1,1,1,1,1,1
115,5,46,2,2,5,5,5,4,4
116,5,8,2,2,2,2,2,1,1
117,5,32,6,6,22,22,18,11,5
118,52,46,1,1,1,1,1,1,1
119,52,8,2,2,3,3,3,2,2
120,52,32,5,5,2,2,0,0,0
121,46,8,1,1,1,1,1,1,1
122,46,32,6,6,21,21,17,10,4
123,8,32,6,6,2,2,0,0,0
124,29,10,1,1,1,1,1,1,1
125,13,25,1,1,1,1,1,1,1
126,24,27,5,5,19,19,13,6,6
127,24,16,6,6,52,52,46,37,19
128,24,33,5,5,10,10,7,3,3
129,24,6,6,6,73,73,67,58,34
130,24,45,6,6,4,4,1,1,0
131,24,93,7,7,4,4,1,0,0
132,24,68,3,3,3,3,2,2,0
133,27,16,1,1,1,1,1,1,1
134,27,33,1,1,1,1,1,1,1
135,27,6,1,1,1,1,1,1,1
136,27,45,2,2,1,1,1,0,0
137,27,93,3,3,1,1,0,0,0
138,27,68,3,3,12,12,11,11,9
139,16,33,1,1,1,1,1,1,1
140,16,6,2,2,3,3,3,2,2
141,16,45,3,3,5,5,4,4,2
142,16,93,4,4,5,5,4,2,2
143,16,68,3,3,4,4,3,3,2
144,33,6,1,1,1,1,1,1,1
145,33,45,2,2,2,2,2,1,1
146,33,93,3,3,2,2,1,1,0
147,33,68,2,2,2,2,2,1,1
148,6,45,1,1,1,1,1,1,1
149,6,93,2,2,1,1,1,0,0
150,6,68,3,3,9,9,8,8,5
151,45,93,1,1,1,1,1,1,1
152,45,68,3,3,1,1,0,0,0
153,93,68,4,4,1,1,0,0,0
154,0,75,1,1,1,1,1,1,1
155,0,70,2,2,1,1,1,0,0
156,0,65,2,2,1,1,1,0,0
157,0,12,3,3,1,1,0,0,0
158,0,95,4,4,1,1,0,0,0
159,0,79,5,5,1,1,0,0,0
160,0,35,6,6,19,19,16,13,0
161,0,36,7,7,9,9,2,1,0
162,75,70,1,1,1,1,1,1,1
163,75,65,1,1,1,1,1,1,1
164,75,12,2,2,1,1,1,0,0
165,75,95,3,3,1,1,0,0,0
166,75,79,4,4,1,1,0,0,0
167,75,35,5,5,19,19,16,13,13
168,75,36,6,6,9,9,6,2,1
169,70,65,1,1,1,1,1,1,1
170,70,12,2,2,2,2,2,1,1
171,70,95,3,3,2,2,1,1,0
172,70,79,4,4,2,2,1,0,0
173,70,35,4,4,17,17,16,11,11
174,70,36,5,5,7,7,2,1,1
175,65,12,1,1,1,1,1,1,1
176,65,95,2,2,1,1,1,0,0
177,65,79,3,3,1,1,0,0,0
178,65,35,5,5,20,20,16,2,2
179,65,36,6,6,13,13,8,3,1
180,12,95,1,1,1,1,1,1,1
181,12,79,2,2,1,1,1,0,0
182,12,35,5,5,1,1,0,0,0
183,12,36,6,6,4,4,2,1,0
184,95,79,1,1,1,1,1,1,1
185,95,35,6,6,1,1,0,0,0
186,95,36,7,7,4,4,1,0,0
187,79,35,7,7,1,1,0,0,0
188,79,36,8,8,4,4,1,0,0
189,35,36,5,5,4,4,0,0,0
190,22,90,1,1,1,1,1,1,1
191,22,71,2,2,2,2,2,1,1
192,22,23,2,2,1,1,1,0,0
193,22,69,2,2,2,2,2,1,1
194,22,87,3,3,15,15,14,14,8
195,22,9,3,3,11,11,10,10,5
196,90,71,1,1,1,1,1,1,1
197,90,23,1,1,1,1,1,1,1
198,90,69,1,1,1,1,1,1,1
199,90,87,2,2,6,6,6,5,5
200,90,9,2,2,3,3,3,2,2
201,71,23,1,1,1,1,1,1,1
202,71,69,2,2,5,5,5,4,4
203,71,87,2,2,5,5,5,4,4
204,71,9,2,2,3,3,3,2,2
205,23,69,1,1,1,1,1,1,1
206,23,87,2,2,5,5,5,4,4
207,23,9,2,2,1,1,1,0,0
208,69,87,1,1,1,1,1,1,1
209,69,9,2,2,3,3,3,2,2
210,87,9,1,1,1,1,1,1,1
211,58,88,1,1,1,1,1,1,1
212,58,98,2,2,2,2,2,1,1
213,58,40,3,3,4,4,3,3,1
214,58,18,4,4,3,3,2,0,0
215,58,15,5,5,3,3,0,0,0
216,58,74,5,5,9,9,5,3,3
217,88,98,1,1,1,1,1,1,1
218,88,40,2,2,1,1,1,0,0
219,88,18,4,4,8,8,7,4,4
220,88,15,5,5,8,8,4,1,1
221,88,74,5,5,21,21,16,10,10
222,98,40,1,1,1,1,1,1,1
223,98,18,3,3,5,5,4,4,1
224,98,15,4,4,5,5,4,1,1
225,98,74,4,4,12,12,11,7,7
226,40,18,2,2,2,2,2,1,1
227,40,15,3,3,2,2,1,1,0
228,40,74,3,3,3,3,2,2,0
229,18,15,1,1,1,1,1,1,1
230,18,74,1,1,1,1,1,1,1
231,15,74,1,1,1,1,1,1,1
232,83,94,1,1,1,1,1,1,1
233,83,7,2,2,1,1,1,0,0
234,83,39,3,3,1,1,0,0,0
235,83,62,4,4,1,1,0,0,0
236,83,30,4,4,1,1,0,0,0
237,83,34,5,5,1,1,0,0,0
238,83,38,5,5,1,1,0,0,0
239,83,56,5,5,2,2,1,0,0
240,94,7,1,1,1,1,1,1,1
241,94,39,2,2,1,1,1,0,0
242,94,62,3,3,1,1,0,0,0
243,94,30,3,3,1,1,0,0,0
244,94,34,4,4,1,1,0,0,0
245,94,38,4,4,1,1,0,0,0
246,94,56,4,4,2,2,1,1,1
247,7,39,1,1,1,1,1,1,1
248,7,62,2,2,1,1,1,0,0
249,7,30,2,2,1,1,1,0,0
250,7,34,3,3,1,1,0,0,0
251,7,38,3,3,1,1,0,0,0
252,7,56,3,3,2,2,1,1,1
253,39,62,1,1,1,1,1,1,1
254,39,30,2,2,7,7,7,6,6
255,39,34,3,3,16,16,15,15,11
256,39,38,2,2,1,1,1,0,0
257,39,56,2,2,1,1,1,0,0
258,62,30,1,1,1,1,1,1,1
259,62,34,2,2,3,3,3,2,2
260,62,38,2,2,1,1,1,0,0
261,62,56,1,1,1,1,1,1,1
262,30,34,1,1,1,1,1,1,1
263,30,38,3,3,7,7,6,6,4
264,30,56,2,2,3,3,3,2,2
265,34,38,3,3,1,1,0,0,0
266,34,56,2,2,3,3,3,2,2
267,38,56,3,3,3,3,2,2,0
268,41,50,1,1,1,1,1,1,1
269,41,78,1,1,1,1,1,1,1
270,41,60,2,2,3,3,3,2,2
271,41,84,2,2,1,1,1,0,0
272,41,1,3,3,4,4,3,3,0
273,41,26,4,4,9,9,8,3,3
274,41,43,6,6,5,5,2,0,0
275,41,96,5,5,5,5,2,0,0
276,50,78,1,1,1,1,1,1,1
277,50,60,2,2,2,2,2,1,1
278,50,84,3,3,7,7,6,6,3
279,50,1,4,4,19,19,18,13,13
280,50,26,5,5,38,38,30,16,16
281,50,43,7,7,17,17,7,3,0
282,50,96,6,6,17,17,12,7,3
283,78,60,1,1,1,1,1,1,1
284,78,84,2,2,2,2,2,1,1
285,78,1,3,3,5,5,4,4,2
286,78,26,4,4,9,9,8,4,4
287,78,43,6,6,4,4,2,1,0
288,78,96,5,5,4,4,2,1,1
289,60,84,1,1,1,1,1,1,1
290,60,1,2,2,2,2,2,1,1
291,60,26,3,3,3,3,2,2,0
292,60,43,5,5,1,1,0,0,0
293,60,96,4,4,1,1,0,0,0
294,84,1,1,1,1,1,1,1,1
295,84,26,2,2,1,1,1,0,0
296,84,43,5,5,5,5,2,0,0
297,84,96,4,4,5,5,4,2,2
298,1,26,1,1,1,1,1,1,1
299,1,43,4,4,2,2,1,0,0
300,1,96,3,3,2,2,1,1,0
301,26,43,4,4,2,2,1,0,0
302,26,96,3,3,2,2,1,1,0
303,43,96,1,1,1,1,1,1,1
